Timestamp,Position,Nearest distance,Action,d2target, d2building, d2obstacle1, d2obstacle2, d2obstacle3, d2obstacle4, d2obstacle5
26, 10.86868 1 -6.993676, 0.6595783, 7, 6.281819,6.689228,5.614041,5.191284,2.512447,2.171994,3.308473
27, 10.65654 1 -6.781544, 0.8717108, 7, 6.037291,6.590674,5.815269,5.489087,2.668433,2.327546,3.018104
28, 10.35654 1 -6.781544, 0.1750002, 6, 5.740988,6.32496,5.81375,5.679711,2.628386,2.623046,2.76164
29, 10.05654 1 -6.781544, 1.008847, 6, 5.445091,6.062445,5.827694,5.879469,2.622268,2.919465,2.514828
30, 9.756542 1 -6.781544, 0.7950376, 6, 5.149669,5.803565,5.856991,6.087463,2.650314,3.216547,2.280803
31, 9.456542 1 -6.781544, 0.6481206, 6, 4.854808,5.548829,5.901413,6.302876,2.711464,3.514126,2.06392
32, 9.156542 1 -6.781544, 0.6090341, 6, 4.560618,5.298832,5.960621,6.524975,2.803554,3.812084,1.870153
33, 8.856542 1 -6.781544, 0.6090341, 6, 4.267237,5.054281,6.034181,6.753098,2.923661,4.110339,1.707389
34, 8.556541 1 -6.781544, 0.6090341, 6, 3.974844,4.816002,6.121574,6.986658,3.068496,4.408831,1.585207
35, 8.256541 1 -6.781544, 0.6090341, 6, 3.683675,4.584977,6.222218,7.225125,3.23474,4.707514,1.513469
36, 7.956541 1 -6.781544, 0.6090341, 6, 3.394044,4.362355,6.335482,7.46803,3.419272,5.006355,1.499431
37, 7.656541 1 -6.781544, 0.6090341, 6, 3.106382,4.14949,6.460701,7.714954,3.619296,5.305327,1.544668
38, 7.356541 1 -6.781544, 0.6090341, 6, 2.821291,3.947961,6.597196,7.965524,3.832385,5.604409,1.644295
39, 7.05654 1 -6.781544, 0.6090341, 6, 2.539637,3.759591,6.744281,8.219404,4.056483,5.903584,1.789249
40, 6.75654 1 -6.781544, 0.6136529, 6, 2.262704,3.586454,6.901279,8.4763,4.289864,6.202839,1.969548
41, 6.45654 1 -6.781544, 0.6136529, 6, 1.992462,3.430858,7.06753,8.735944,4.531094,6.502162,2.176425
42, 6.15654 1 -6.781544, 0.6136529, 6, 1.732046,3.295287,7.242397,8.998097,4.778984,6.801546,2.403026
43, 5.85654 1 -6.781544, 0.6136529, 6, 1.486626,3.182302,7.425271,9.262548,5.032551,7.100981,2.644284
44, 5.55654 1 -6.781544, 0.6136529, 6, 1.264964,3.094378,7.615575,9.529105,5.290978,7.400462,2.896541
45, 5.256539 1 -6.781544, 0.6136529, 6, 1.081762,3.033695,7.812766,9.797597,5.553587,7.699983,3.15716
46, 5.044407 1 -6.569412, 0.6760643, 7, 0.7930129,3.219559,8.112351,10.08189,5.841361,7.903206,3.256016
47, 4.832275 1 -6.35728, 0.3963636, 7, 0.5172324,3.421668,8.411965,10.36707,6.130308,8.112435,3.378702
